,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,revol_util,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mort_acc,pub_rec_bankruptcies,revol_bal_joint,inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,fico_avg_score,sec_cibil_score,credit_hist,sec_credit_hist,balance_annual_inc,sec_balance_annual_inc,inst_amnt_ratio,credit_line_ratio
581031,2,15.05,5,21,0.5,4,11.40757606,0,0,2,22.81,0,9.773151051,18.9,11.5327379,24.05,0,1,2,1,4,5,10.77968519,93,0,2,8.764053269,45,1,4,0,1,0,10.93540789,0,0,13,20.7,2,15,737,702,7093,2496,0.266666667,0.235294118,0.02381625,0.574468085
581058,2,21.45,4,15,5,4,10.30898599,1,0,2,69.56,0,9.019421968,47.2,11.60824474,20.64,1,2,3,2,2,3,10.68127455,77,2,6,7.796880343,70,7,2,7,1,0,10.20222083,0,1,14,54.1,2,15,662,647,7975,3500,0.833333333,0.227272727,0.0273072,0.65
581070,1,13.59,5,23,0.5,4,10.89675784,2,0,2,16.69,0,8.305236829,35.2,11.71994776,20.92,2,0,1,0,1,14,10.26632348,71.16996114,0,1,7.178545484,35,0,2,1,3,0,10.36135534,1,2,12,78.8,5,18,777,697,4140,4748,0.626851852,0.275203252,0.033979025,0.636363636
581108,1,11.99,6,25,10,3,10.71443999,0,1,2,29.34,0,10.11399156,73.7,11.56172515,14.25,0,0,1,0,0,65,8.197814032,15,1,6,8.492285556,50,2,0,3,2,0,10.29424503,0,2,8,78.6,1,7,682,667,4352,4352,0.32,0.137142857,0.033209722,0.846153846
581111,1,24.85,3,12,0.5,3,10.37352243,1,1,2,63.43,0,9.639522007,33,11.75195024,21.95,2,1,2,1,3,2,10.12097514,70,1,8,8.387084506,49,2,0,3,0,0,10.59395615,1,0,14,29,4,12,697,722,4901,4901,0.9671875,0.243700787,0.039680775,0.653846154
581140,1,11.99,6,25,0.5,4,11.49273296,2,0,2,12.59,0,9.625689802,84.2,12.17045065,8.43,0,1,3,0,1,16,10.94150022,60,2,4,8.337348564,70,4,1,3,3,0,10.16068464,0,2,15,82.7,2,23,682,647,7213,7213,0.06122449,0.031088083,0.03321,0.4
581203,2,16.02,5,20,0.5,3,10.49130199,0,1,1,4.89,0,7.74109909,32.4,11.00211651,17.13,0,0,0,0,0,101,0,71.16996114,2,4,0,32,0,3,0,0,0,10.00599901,0,0,11,43.5,1,16,662,682,9801,9801,0.277777778,0.166666667,0.024329,0.277777778
581401,1,9.44,6,29,0.5,4,11.00211651,0,0,1,18.82,0,7.499976541,9.7,11.51293546,17,0,3,2,2,2,3,10.68212412,91,3,4,0,68,2,6,7,2,0,9.140990294,0,2,12,42,3,16,762,682,2922,3348,0.133333333,0.08,0.032005,0.538461538
581485,2,10.42,6,27,0.5,3,10.91510665,0,0,1,10.17,0,6.695798917,5.7,12.15478461,6.7,0,1,3,1,3,4,11.16209058,88,0,0,6.695798917,60,0,3,2,2,0,9.627470512,0,3,5,0,3,9,757,617,5448,4352,0.254545455,0.073684211,0.021455,0.304347826
581524,2,21.45,4,15,0.5,4,10.46313191,0,1,2,22.09,1,9.198470199,92.3,11.11246282,25.07,0,0,4,0,1,21,9.08182495,51,0,2,8.23110984,67,0,0,0,0,1,9.770127574,1,0,11,26.8,1,20,677,627,4717,4748,0.571428571,0.298507463,0.0273075,0.538461538
581558,2,19.03,4,17,0.5,3,10.13273245,1,1,2,31.15,1,8.912607964,95.2,10.44874359,28.8,1,0,1,0,0,43,9.295692039,40,0,0,8.442038518,52,1,0,1,2,1,9.535607205,0,2,4,44,1,6,662,677,4717,4717,0.548664122,0.4,0.025957246,0.5
581564,2,14.08,5,22,0.5,4,11.15626481,2,1,2,25.15,0,9.622450023,34.9,11.84940484,19.94,2,1,2,1,1,3,10.77522015,88,1,2,8.521384396,64,0,0,0,1,0,10.41397312,1,0,17,58,2,20,672,652,9100,6636,0.5,0.25,0.02331,0.6
581565,2,9.44,6,29,0.5,4,10.71443999,2,0,2,23.31,0,8.871084264,29.3,11.4616427,13.24,2,0,14,0,0,26,11.38460334,100,0,0,8.39208338,85,0,0,1,7,0,10.27959251,0,7,11,40.9,3,16,752,707,4536,5114,0.666666667,0.315789474,0.020972667,0.540540541
581584,1,9.44,6,29,10,4,10.71443999,2,0,2,17.09,0,6.768493212,10.7,11.3621142,10.98,2,2,2,3,5,4,10.35073419,87,1,1,6.580639137,73,4,1,12,1,0,8.039802344,2,1,10,20.6,2,11,727,632,3745,4656,0.2,0.104651163,0.032005556,0.352941176
581596,1,12.62,5,24,0.5,4,13.01700508,1,0,10,12.92,0,8.494743063,6.9,13.11231506,14.79,0,2,4,0,1,15,12.56328544,71.16996114,2,3,5.537334267,7,2,0,0,1,0,11.31863658,2,0,18,6.5,2,24,782,817,5267,5326,0.077777778,0.070707071,0.033511429,0.452380952
581601,1,7.97,7,30,0.5,4,11.22525673,0,0,3,8.72,0,8.683385366,33.2,12.15478461,34.62,0,1,4,0,0,25,9.336356093,55,0,0,7.240649694,45,0,8,2,1,0,11.02877423,1,2,10,52.5,2,18,742,722,4352,5236,0.24,0.094736842,0.031322778,0.5
581624,1,5.32,7,34,10,4,11.40757606,0,0,2,29.92,1,9.598320166,38.9,12.16525586,14.36,0,2,4,1,3,4,11.23890958,53,1,3,9.134214982,48,3,1,3,2,0,9.963547309,0,1,21,27.2,3,40,732,782,7823,10439,0.1,0.046875,0.030115556,0.714285714
581625,1,14.08,5,22,3,3,10.33139885,1,0,2,47.54,0,9.03586793,57.9,11.46877502,16.47,2,1,2,1,4,10,10.80762473,89,1,2,8.263848131,83,1,3,1,0,0,9.35036315,0,0,8,78.1,2,10,667,622,4171,3256,0.260756193,0.08361204,0.0342175,0.4375
581635,1,16.02,5,20,0.5,4,11.08215793,2,0,1,22.73,0,9.096163327,80.4,11.61729449,20.63,2,0,3,1,2,7,10.22770645,78,2,3,8.456381052,79,3,0,5,1,0,10.36989096,1,0,16,80.8,3,22,677,647,8340,8340,0.184615385,0.108108108,0.0351675,0.4
581652,1,23.88,3,13,0.5,4,10.30898599,1,0,2,48.84,0,9.496721599,55,11.25157369,21.18,2,2,6,2,3,5,10.49957302,85,2,4,8.450412158,74,2,3,5,4,0,9.700514208,3,0,9,63.1,1,9,672,662,3745,2161,0.5,0.194805195,0.03917,0.772727273
581688,1,13.59,5,23,1,4,11.80932691,2,0,1,5.95,1,9.281357859,76.7,12.01794024,8.27,2,1,1,0,0,36,9.301186055,52,0,4,8.060855753,62,2,1,5,3,1,10.18588066,0,1,7,82.7,0,7,672,657,5905,2039,0.200743494,0.162945081,0.033978889,0.533333333
581719,1,15.05,5,21,1,4,10.1266711,1,1,2,33.27,1,8.058960018,51.8,10.81979828,17.83,2,1,2,1,1,11,10.52950619,95,1,1,7.36707706,89,3,0,8,0,1,8.23853693,2,0,6,44.4,1,5,662,657,4079,3653,0.24,0.12,0.03469,0.777777778
581722,2,10.42,6,27,0.5,4,11.84940484,2,1,2,2.85,0,8.400209836,5.6,11.91839724,4.7,0,1,1,1,1,0,9.210440367,100,0,0,8.400209836,16,0,3,0,5,0,9.248117736,4,0,6,96.2,0,6,832,607,12266,731,0.107142857,0.1,0.021454667,0.5
581723,1,18.06,4,18,0.5,3,10.59665973,0,1,2,0.75,0,3.258096538,0.4,11.40200508,20.05,0,0,8,2,4,7,9.907877901,75,0,1,3.258096538,61,0,0,1,0,0,9.910612112,1,0,20,51.2,6,22,787,652,3287,4230,0.15,0.067039106,0.036183333,0.833333333
581797,1,7.35,7,31,1,5,8.006700845,0,0,2,66.4,0,8.594154233,85.7,10.51870022,6.97,0,0,1,0,0,28,10.86637557,71.16996114,0,0,8.594154233,86,0,0,0,0,0,9.246865147,0,0,2,78.9,0,4,702,742,4717,3806,2.666666667,0.216216216,0.0310375,0.08
581830,2,17.09,4,19,0.5,4,11.22525673,2,1,2,16.46,1,10.05492026,52.1,11.73607702,24.06,2,2,1,0,1,19,9.799015531,75,4,4,8.750049422,60,1,1,1,0,1,10.74017215,1,1,20,59.5,3,34,672,647,7305,9162,0.32,0.192,0.02490125,0.476190476
581840,1,9.93,6,28,0.5,4,11.41862577,0,0,2,19.45,0,10.25199423,33.8,11.89136875,15.23,0,0,7,0,2,13,9.821789309,28,1,2,9.509481538,31,3,3,1,4,0,10.32315138,0,0,6,11.9,1,6,767,682,5206,3531,0.263736264,0.164383562,0.032234583,0.444444444
581874,2,10.42,6,27,0.5,4,10.81979828,0,0,2,24,0,9.258177701,35.6,11.62626308,13.37,0,2,2,1,4,6,9.492280994,59,1,2,8.069029329,46,1,1,1,1,0,9.559940347,0,0,11,36.5,7,9,742,662,3926,3714,0.32,0.142857143,0.021454375,0.296296296
581883,1,9.44,6,29,0.5,4,9.540196485,1,0,2,15.2,0,9.364090972,40.5,10.60925674,5.21,1,0,0,0,0,80,0,71.16996114,0,2,8.562548893,41,0,0,0,3,0,9.364090972,2,3,7,38.4,0,7,737,687,6606,6606,0.532118378,0.182684113,0.032005405,0.6
581900,1,7.97,7,30,2,3,9.798182591,1,1,2,66.6,1,8.278174291,39.4,11.26447693,32.28,1,1,10,2,3,1,10.45662526,50,0,1,8.093767758,47,2,1,2,0,1,10.35175669,1,0,11,98.8,4,7,732,622,5844,3226,0.277777778,0.064102564,0.031324,0.684210526
581916,2,15.05,5,21,0.5,4,9.903537551,1,0,2,87.09,0,8.24407127,52.1,11.51293546,22.02,1,1,2,1,2,2,11.23280143,83,0,1,8.137688185,76,2,0,3,1,0,9.613068404,1,1,7,55.4,3,4,727,662,1339,2465,1,0.2,0.0238165,0.857142857
581936,2,11.99,6,25,0.5,4,11.82041752,1,0,8,16.85,0,10.80545621,29.8,11.9576177,18.8,0,2,1,1,1,6,10.32643233,94,1,1,9.673256444,46,0,12,0,10,0,11.1469791,0,0,9,56.2,5,4,787,697,11292,3287,0.147058824,0.128205128,0.0222395,0.347826087
581949,1,7.07,7,33,0.5,4,11.03490579,0,0,2,25.85,0,10.08313888,80.6,12.20607765,16.48,0,0,2,0,1,20,10.71266067,72,0,0,9.632924772,73,0,0,0,4,0,10.46498728,0,4,8,80.6,4,7,747,732,5510,5510,0.241935484,0.075,0.030909333,0.375
581983,2,30.89,1,2,0.5,5,10.54536775,1,0,2,23.63,0,8.015987811,81.8,11.21183389,25.75,1,1,2,0,1,13,10.09905434,72,1,2,7.329749689,73,2,0,1,0,0,10.06023486,1,0,5,96.4,3,2,702,692,7152,3531,0.631578947,0.324324324,0.0329025,0.714285714
582050,1,12.62,5,24,0.5,3,10.59665973,0,0,1,21,0,8.553139318,83.6,11.40757606,23.2,0,0,1,0,1,20,9.984145456,74,0,0,8.123854263,76,1,0,0,0,0,9.705036614,0,0,10,47.7,3,14,707,677,3226,3256,0.24,0.106666667,0.033511458,0.571428571
582083,1,14.08,5,22,2,4,11.69525536,2,1,8,16.64,0,8.530701541,92.1,12.50618094,10.6,2,0,3,1,3,11,11.20938498,82,0,1,7.599901959,84,1,0,1,2,0,10.45691279,0,2,8,96.4,4,9,692,682,7121,8217,0.2,0.088888889,0.034216667,0.4
582088,2,30.65,2,6,3,4,10.81979828,1,1,2,45.73,0,9.965428954,68.2,11.48247657,27.86,1,1,4,3,5,3,10.0637339,67,0,1,8.536211197,68,0,0,1,0,0,10.72059863,2,1,7,67.7,1,6,682,597,8036,4444,0.6,0.309278351,0.032754,0.769230769
582093,2,13.59,5,23,0.5,4,11.21183389,0,1,2,28.87,0,9.565704457,34.3,11.89136875,19.68,0,3,3,3,4,2,10.86946329,87,3,3,8.356554845,66,2,0,5,7,0,10.45030754,0,5,12,48.2,2,11,722,652,4595,4171,0.337837838,0.171232877,0.0230564,0.324324324
582094,1,7.07,7,33,0.5,4,9.615872145,0,0,2,27.36,0,6.424869024,1.6,11.15626481,14.28,0,0,1,0,1,23,8.791181937,54,0,1,4.787491743,14,0,1,0,1,0,7.497761701,1,1,8,4.5,1,13,817,717,9009,9009,1,0.214285714,0.030909333,0.5
582095,1,19.03,4,17,0.5,4,10.46313191,0,1,2,26.03,1,8.637816634,57.6,11.4616427,10.03,0,3,1,0,1,13,8.943636706,76,4,10,7.749753406,67,1,0,4,0,1,9.516868732,0,0,5,73.2,0,10,672,632,8493,4717,0.228571429,0.084210526,0.03667125,0.590909091
582120,1,9.44,6,29,0.5,4,11.12727769,2,0,2,35.49,0,6.131226489,2,11.8706069,18.02,2,3,3,2,6,3,10.96434605,82,5,5,0,62,0,5,1,1,0,10.39212892,1,1,17,0.7,5,14,687,672,3622,5813,0.588235294,0.27972028,0.032005,0.384615385
582137,1,11.99,6,25,4,3,10.30898599,0,0,2,10.35,0,0,0,11.49273296,15.13,0,2,8,2,2,1,11.21373745,108,0,0,0,104,0,0,0,0,0,10.25779971,0,0,10,93.4,4,15,662,582,4352,4992,0.5,0.153061224,0.03321,0.611111111
582143,1,7.97,7,30,2,4,11.22525673,0,0,2,16.24,0,8.842893331,84.4,11.3504183,15.33,0,0,9,0,2,17,10.26168633,68,0,1,8.590071837,71,1,0,3,3,0,9.48097801,0,3,6,84.4,2,4,707,667,5510,2891,0.32,0.282352941,0.031322917,0.444444444
582147,1,7.07,7,33,0.5,3,10.69196764,1,0,1,20.95,0,9.029657472,69.6,11.68688718,17.57,1,0,5,0,0,34,9.959820626,61,0,0,9.029297997,63,0,1,1,2,0,10.30078607,1,2,10,80,5,6,747,697,4383,6087,0.409090909,0.151260504,0.030909444,0.318181818
582166,1,20,4,16,0.5,3,9.980494889,1,1,2,61.56,0,8.369620827,91.8,10.77897712,29.2,1,1,2,3,5,6,10.62941649,95,0,1,7.177782416,95,14,2,7,5,0,8.947546015,0,5,4,97.8,2,6,667,627,5236,5660,0.37037037,0.166666667,0.03716375,0.212121212
582175,2,10.42,6,27,0.5,3,11.18443529,1,1,1,25.73,0,9.517163088,37.8,12.02575508,21.23,2,1,5,0,1,21,10.32950664,52,2,2,8.287780027,47,0,2,1,2,0,10.69087616,2,1,8,68.3,4,10,712,657,6667,3987,0.486111111,0.209580838,0.021454571,0.392857143
582186,1,16.02,5,20,0.5,4,10.1266711,2,0,2,67.88,0,9.209540052,86.9,12.06681633,12.8,2,1,8,0,4,14,11.24023709,84,1,2,0,84,2,7,3,6,0,10.37692279,0,6,17,81.3,6,23,672,642,5206,4352,1.12,0.16091954,0.035167143,0.315789474
582204,1,26.3,3,10,1,4,10.58660965,1,1,2,41.81,0,9.432122998,49.5,11.34570137,28.77,1,3,3,2,5,3,10.03161688,64,0,4,8.822911626,58,1,7,5,2,0,10.14356688,2,1,15,60.3,3,11,677,662,4809,4352,0.808080808,0.378250591,0.040450625,0.424242424
582212,1,7.07,7,33,0.5,4,10.46313191,1,0,2,32.68,0,10.52083302,45.6,12.01370681,14.24,1,0,0,0,0,92,0,71.16996114,0,6,9.26530193,46,0,0,0,4,0,11.05417033,1,4,9,60,1,8,722,702,8674,5997,1,0.212121212,0.030909143,0.5
582219,1,9.44,6,29,6,4,11.08215793,0,0,8,13.68,0,9.619266152,32,11.78296024,9.76,0,3,1,0,1,19,8.399085103,28,6,7,8.810012048,31,3,0,5,5,0,9.836492684,0,3,13,59.9,8,13,732,622,3834,4901,0.107692308,0.053435115,0.032005714,0.708333333
582249,1,10.42,6,27,10,4,10.93312483,1,0,2,34.63,0,9.310457163,83.1,12.18587504,21.42,2,1,1,1,1,12,11.24807411,71.16996114,2,3,9.072571442,83,2,0,6,0,0,10.03460353,0,2,10,84.2,1,12,682,662,6544,6544,0.482142857,0.137755102,0.032464815,0.545454545
582276,1,16.02,5,20,9,4,10.37352243,0,1,2,28.99,0,9.165238398,75.9,11.22525673,22.61,0,1,1,0,1,23,8.763271714,41,3,5,7.768533301,57,2,1,2,1,0,9.382611593,0,1,4,89.3,1,2,667,632,1887,5632,0.4375,0.186666667,0.035167143,0.923076923
582281,1,9.93,6,28,10,3,10.91510665,0,0,2,19.59,0,9.08375622,54,11.56172515,16.65,0,1,1,0,0,38,9.918770176,71.16996114,2,4,7.577121931,54,0,1,0,0,0,9.763765609,0,0,14,62.4,1,20,712,667,4383,4383,0.363636364,0.19047619,0.0322345,0.714285714
582287,2,12.62,5,24,0.5,3,11.17044924,0,1,1,25.59,0,10.49493418,91.9,12.01974909,19.47,0,0,1,0,1,16,10.06283897,88,0,0,10.06794211,90,1,3,1,0,0,11.31331532,0,0,23,100,18,6,722,667,4049,3561,0.352112676,0.15060241,0.0225592,0.555555556
582295,1,7.35,7,31,10,4,10.39519152,0,0,2,38.42,0,9.228082053,11.2,11.1748199,23.68,0,3,2,2,2,3,10.78983441,90,4,5,7.943427768,20,2,1,4,5,0,10.17305657,0,5,6,27,2,3,762,727,9984,3500,0.489281673,0.224369312,0.0310375,0.666666667
582316,2,15.05,5,21,0.5,4,0,1,0,2,32.26145366,0,9.581352052,79.6,11.28979441,29.16,1,0,2,0,1,17,11.04633999,72,2,2,9.179571838,75,1,0,1,1,0,9.722744749,1,0,6,75.3,1,5,677,652,4171,2284,0,0.25,0.0238165,0.642857143
582335,2,16.02,5,20,0.5,4,10.34177474,1,1,2,39.95,0,8.058643712,36.3,11.27721579,19.53,1,2,3,1,1,2,10.11204525,61,1,2,7.302496424,57,1,0,3,1,0,9.230339058,0,1,13,65,3,11,687,652,2710,4322,0.903225806,0.35443038,0.024328929,0.769230769
582361,1,15.05,5,21,0.5,3,9.392745259,0,0,2,143.5,0,10.37745208,78.5,12.35449696,15.01,0,0,1,0,0,149,10.69973269,71.16996114,2,3,9.049114723,79,0,0,1,0,0,10.68736627,0,0,10,82.4,2,8,662,662,7336,7336,2.916666667,0.150862069,0.03469,0.894736842
582378,2,10.42,6,27,4,4,10.30898599,0,1,3,4,1,7.629975707,7.7,11.22525673,1.96,0,1,0,0,1,16,0,71.16996114,1,3,7.451241685,8,0,0,4,2,1,7.944137491,1,2,8,9.3,0,7,727,717,8036,5357,0.8,0.32,0.021454583,0.647058824
582381,2,30.84,1,3,10,4,10.70969553,1,1,2,23.14,1,7.938802248,18.3,11.90353409,12.28,1,4,2,2,2,2,10.27418867,96,2,3,6.66440902,70,0,5,2,4,1,8.439447843,2,4,11,73.2,3,13,662,652,6484,5997,0.478375421,0.144972156,0.032871412,0.333333333
582424,1,11.99,6,25,1,3,10.30898599,2,0,1,54.64,0,9.33202689,52.8,11.28979441,21.18,2,3,2,1,3,5,10.72513788,59,2,3,8.039802344,55,5,0,5,0,0,9.458917725,4,0,4,77.5,2,3,662,612,2345,2314,0.266666667,0.1,0.03321,0.764705882
582435,1,10.91,6,26,8,4,10.97337452,0,0,2,23.67,0,10.1872369,34.9,11.7223838,11.19,0,0,1,0,0,28,9.918671688,65,0,0,9.364433907,44,1,0,0,2,0,10.1872369,1,2,2,104.7,0,2,687,582,13545,4809,0.445969125,0.210867802,0.032696154,0.571428571
582441,1,15.05,5,21,0.5,4,8.517393171,0,0,1,180.29,0,10.23063069,59.4,11.56172515,11.19,0,3,2,0,2,13,9.90733016,95,4,5,9.803225131,71,3,1,2,2,0,10.48723831,1,2,9,74.5,1,10,667,642,2284,3075,3.2,0.152380952,0.03469,0.833333333
582450,1,20,4,16,0.5,4,10.64544871,1,0,3,64.36,0,10.1170655,55.4,11.64880719,32.24,1,1,3,2,3,4,10.90183742,91,0,2,8.34188697,76,3,6,6,2,0,10.93173102,1,2,21,62.3,4,19,667,662,6636,6636,0.761904762,0.279345117,0.03716375,0.473684211
582460,1,15.05,5,21,0.5,4,11.28979441,1,0,6,11.6,0,9.6154054,96.7,11.69525536,13.1,2,2,3,2,3,5,9.642447411,70,0,0,9.027138428,81,0,9,0,3,0,9.618069582,0,0,8,0.4,3,13,707,702,3653,2769,0.14375,0.095833333,0.034690435,0.666666667
582490,1,7.97,7,30,10,4,11.44915465,0,0,2,20.24,0,9.853036009,51.1,11.88326068,21.21,0,0,2,0,1,23,10.1544019,50,0,2,9.254931255,51,1,3,1,8,0,10.19163202,1,5,14,38,6,8,732,727,5357,4110,0.137762335,0.089248106,0.031323017,0.433333333
582493,1,11.99,6,25,0.5,4,10.30898599,2,0,2,47.37,0,9.751035429,51.7,11.40757606,27.49,2,1,1,0,1,21,10.22274096,81,3,3,8.094378445,66,2,3,2,1,0,9.982483559,0,1,19,53.1,7,12,672,652,4748,4261,0.566666667,0.188888889,0.03321,0.615384615
582532,1,19.03,4,17,5,5,11.28979441,1,1,2,14.91,0,7.3524411,42.1,11.51293546,13.7,2,2,2,0,1,19,9.858019364,71,3,3,5.099866428,67,1,0,3,1,0,8.66302364,1,0,9,65.6,2,11,687,677,8432,3287,0.3125,0.25,0.0366712,0.352941176
582591,2,16.02,5,20,0.5,3,10.6846685,1,1,2,29.64,1,9.717398909,70.4,11.42724774,22.49,1,0,2,0,2,15,9.930956795,63,1,5,8.62532985,66,0,0,0,1,1,10.61331976,0,0,22,52.8,1,28,692,682,9893,9893,0.732600733,0.34862945,0.02432875,0.6875
582619,1,7.35,7,31,0.5,3,11.22525673,2,1,2,12.77,0,8.082711134,16.2,11.69525536,23.58,2,0,8,1,1,12,10.18968102,53,1,2,7.331060305,42,1,0,2,0,0,9.509110741,3,0,8,110.7,5,7,732,567,7701,2830,0.266666667,0.166666667,0.0310375,0.432432432
582706,1,12.62,5,24,0.5,4,10.85901823,0,1,2,1.78,0,6.688354714,7.6,11.4510607,17.74,0,1,0,0,0,47,0,71.16996114,1,1,6.577861358,8,1,1,1,4,0,9.961945122,1,4,11,37.6,2,12,817,752,12419,12419,0.288461538,0.159574468,0.033511333,0.388888889
582881,1,11.99,6,25,0.5,4,10.11492283,1,1,3,54.35,1,8.847791065,37.6,11.20406061,22.63,2,1,3,1,2,5,10.43340967,75,0,3,8.087332926,64,1,0,2,0,1,9.600353376,0,0,11,49.6,4,16,677,642,14853,5875,0.323781771,0.108951748,0.03321,0.421052632
583039,2,11.99,6,25,9,4,11.28979441,2,1,3,25.92,0,9.854769886,43.5,11.81303746,17.48,2,3,3,1,3,10,11.24816533,89,3,5,9.033245134,65,2,1,2,2,0,10.37092539,0,0,8,53.4,0,11,707,662,6178,6178,0.4,0.237037037,0.022239687,0.357142857
583061,1,16.02,5,20,0.5,4,11.22525673,2,1,2,7.78,1,9.670924779,65,11.63515195,10.5,2,1,1,0,1,23,9.94912991,111,4,4,8.455955882,85,0,0,1,2,1,10.37186486,2,1,10,62.9,0,10,662,672,4230,4230,0.466666667,0.309734513,0.035167143,0.818181818
583128,1,10.91,6,26,0.5,3,10.71443999,0,0,1,29.04,1,8.838116598,56,11.17298121,22.98,0,3,17,2,2,4,10.89991945,83,5,8,8.098034756,78,0,6,2,2,1,9.614871711,0,0,9,79.7,2,23,667,647,8797,7244,0.193333333,0.122225344,0.032696552,0.462686567
583171,2,15.05,5,21,0.5,4,10.6235444,1,0,3,63.64,0,10.20036472,58.4,11.88511641,21.82,1,2,8,1,4,4,11.50161171,78,0,3,8.854664928,73,3,18,3,6,0,10.63530241,0,6,15,63.1,4,19,717,707,8340,8340,0.851788756,0.241229582,0.023816286,0.354166667
583182,2,16.02,5,20,0.5,4,10.81979828,1,1,2,22.68,0,7.699842407,19.5,11.51293546,15.38,0,1,2,2,2,11,10.39506919,73,0,0,7.699842407,62,0,0,1,1,0,9.408371222,0,0,9,55.5,1,9,702,677,1218,1857,0.288,0.144,0.024329167,0.7
583216,1,11.99,6,25,10,3,10.30898599,2,0,1,15.52,1,9.12608882,26.3,11.60824474,20.74,2,1,1,1,1,6,9.432603536,93,2,7,8.613775289,45,0,2,1,0,1,10.59262671,1,0,26,30.4,1,35,722,692,5387,8462,0.48,0.130909091,0.033209722,0.5
583249,1,7.35,7,31,0.5,4,10.1266711,0,0,2,74.56,0,9.989573501,67.5,11.91839724,17.15,0,0,3,0,2,16,10.43066869,70,0,1,9.412137705,69,4,0,0,4,0,10.36426122,0,4,7,99.6,3,7,727,597,5267,5295,0.32,0.053333333,0.0310375,0.529411765
583250,1,15.05,5,21,0.5,4,10.30898599,2,0,10,39.8,0,9.69066555,81.2,11.98293534,21.25,2,1,6,0,0,42,10.27687703,82,3,3,9.045347797,82,0,0,2,0,0,10.68260599,1,1,13,68.6,3,9,692,667,4564,4199,0.266666667,0.05,0.03469,0.928571429
583309,1,11.99,6,25,0.5,5,10.1266711,0,1,2,28.65,0,8.289037098,12.6,11.63187227,21.88,0,2,2,2,3,4,10.10201049,99,2,3,7.519692404,50,1,5,1,0,0,10.12779043,2,3,27,63.3,5,30,717,642,6575,7274,0.216,0.047944597,0.033211111,0.52173913
583319,1,7.07,7,33,1,4,12.01370681,2,0,2,20.69,0,9.266058861,32.4,12.29683157,16.9,2,1,4,1,3,6,11.2782785,66,1,3,8.919854372,56,0,10,1,6,0,11.01910444,0,4,20,16.7,1,24,732,737,7944,4444,0.181818182,0.136986301,0.030909333,0.361111111
583321,1,10.91,6,26,0.5,4,10.16589028,1,0,2,47.14,0,9.141847376,73.5,11.3621142,17.2,1,0,2,0,2,14,10.20920599,74,0,2,9.116688816,74,0,1,0,2,0,9.679968931,0,3,5,74.8,2,11,682,672,5479,4992,0.769230769,0.23255814,0.0326965,0.444444444
583324,2,21.45,4,15,7,4,10.55799785,1,1,2,82.66,0,9.984837098,64.6,11.89424814,33.74,1,0,5,0,0,25,11.10648989,62,1,3,9.94342916,63,1,3,1,2,0,10.94748525,0,2,22,57.3,6,23,732,697,4230,4414,0.883507003,0.232207129,0.027307353,0.52
583334,2,15.05,5,21,0.5,4,8.963544292,1,1,1,129.19,1,8.483636408,83.3,10.86124647,25.19,1,1,1,0,2,17,10.05946513,74,1,1,7.957177323,76,1,1,1,2,1,9.373903756,1,3,9,88.3,2,6,672,687,4352,9497,1.280081925,0.191879653,0.023817,0.352941176
583369,1,11.99,6,25,0.5,3,10.08585078,1,0,2,22.75,1,5.638354669,14,11.28979441,9.58,1,0,6,0,1,19,11.76738937,96,0,0,0,94,0,0,0,0,1,9.005159521,0,0,3,71.4,0,7,717,667,13636,15645,0.833333333,0.25,0.03321,0.8
583408,1,11.99,6,25,0.5,4,10.66897865,1,0,2,43.18,0,9.064505024,48,11.30221678,33.11,1,1,5,1,4,2,11.11614256,80,0,3,7.478169694,74,2,0,2,1,0,9.939626599,3,0,25,23.4,3,26,677,672,4809,5145,0.23255814,0.12345679,0.03321,0.571428571
583414,2,12.62,5,24,0.5,4,10.27508559,0,1,2,26.7,0,8.285765421,10,10.69196764,21.9,0,0,3,1,3,9,10.11573192,61,1,2,5.318119994,36,3,1,1,1,0,8.511778559,0,1,17,8.5,3,28,717,722,11111,11111,0.344827586,0.227272727,0.02256,0.590909091
583455,2,26.3,3,10,0.5,4,10.30898599,1,1,2,37,1,8.313116703,42,11.31448672,24.32,1,2,2,1,1,4,10.21877263,85,3,6,7.31521839,75,1,2,3,1,1,9.677214108,1,1,11,78.6,3,22,677,627,3834,4110,1.066666667,0.390243902,0.030118437,0.48
583470,1,11.99,6,25,10,4,10.77897712,0,0,1,32,1,9.407468436,32.2,11.47211389,17.6,0,0,3,1,2,9,10.58352416,72,1,4,8.568076402,42,2,0,2,1,1,10.03723142,0,1,11,45.4,3,13,712,692,10166,8248,0.166666667,0.083333333,0.03321,0.666666667
583492,1,15.05,5,21,9,4,10.30898599,0,0,2,36.96,0,8.57753542,71.8,11.25157369,24.47,0,1,2,1,1,4,10.43543846,88,1,2,7.620214771,85,0,0,6,1,0,9.83510164,1,1,10,82.9,3,6,667,627,3775,3775,0.333333333,0.12987013,0.03469,0.8
