,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,revol_util,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mort_acc,pub_rec_bankruptcies,revol_bal_joint,inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,fico_avg_score,sec_cibil_score,credit_hist,sec_credit_hist,balance_annual_inc,sec_balance_annual_inc,inst_amnt_ratio,credit_line_ratio
622356,2,18.06,4,18,4,4,11.12727769,1,1,2,44.67,0,9.686015388,60.5,11.57402997,29.36,1,1,16,3,4,12,11.92627276,97,1,4,8.828201089,89,1,4,4,1,0,9.742438131,0,1,9,57.9,3,5,672,652,7152,4564,0.352941176,0.225776105,0.02542625,0.531914894
622372,1,7.35,7,31,0.5,4,10.59665973,1,1,1,62.99,0,10.7169479,94,11.71178452,29.66,1,0,4,0,1,13,10.24135168,47,0,1,9.186764635,71,0,0,0,4,0,11.09742517,2,4,18,80.4,4,21,767,722,11080,11080,1,0.327868852,0.0310375,0.48
622426,2,10.42,6,27,0.5,4,11.3504183,2,0,2,11.05,0,10.6147202,46.8,12.1172469,17.83,2,0,1,0,0,42,10.37757658,107,1,3,9.993876552,62,0,1,0,5,0,11.22700185,3,5,14,67.7,3,18,732,707,5236,5236,0.470588235,0.218579235,0.0214545,0.459459459
622434,2,26.3,3,10,5,4,11.00211651,1,1,1,87.41,0,11.64627559,82.3,12.30138737,31.09,1,0,4,1,1,9,12.42311764,72,1,1,9.680531484,78,0,6,1,2,0,11.74065051,1,2,21,84.8,4,24,672,662,6970,4717,0.666666667,0.181818182,0.0301185,0.555555556
622442,2,18.06,4,18,0.5,4,10.77897712,1,1,2,24.38,1,9.639196433,97.8,11.04133658,24.12,1,0,2,0,1,20,10.93403511,65,0,0,8.271548375,85,1,0,0,3,1,10.09559441,1,3,9,92.6,1,14,672,667,5022,5356,0.507291667,0.390224359,0.025426283,0.228571429
622465,1,20,4,16,2,3,10.80196049,2,1,2,30.15,0,9.434922887,79.2,11.29153038,26.8,2,1,6,1,1,7,11.11694523,94,1,4,7.9686657,92,0,1,2,0,0,10.16523624,0,0,27,89.1,14,16,662,652,3714,3775,0.610798925,0.374349568,0.037163667,0.8
622469,1,10.42,6,27,0.5,3,11.26447693,1,0,5,25.52,0,9.821409442,70.3,11.69108002,22.66,1,0,5,0,0,25,10.43367453,55,0,1,9.21443199,59,0,0,0,2,0,10.0384991,0,2,3,0,1,3,682,637,5629,2130,0.512820513,0.334728033,0.03246475,0.4
622475,1,14.08,5,22,0.5,4,10.85901823,1,1,2,39.83,0,9.35296777,79.5,11.79056478,27.55,1,1,4,2,2,7,11.30854233,83,1,1,8.232440158,83,0,6,0,2,0,10.40753022,2,2,23,80.4,13,15,697,697,4140,4291,0.769230769,0.303030303,0.0342165,0.391304348
622516,1,16.02,5,20,3,3,10.77897712,2,1,2,13.43,0,9.134322886,41.6,11.41862577,11.75,2,0,3,0,1,24,8.947025656,71,2,6,7.586803535,51,0,0,7,0,0,9.783408132,3,0,14,65.1,0,14,677,637,5509,1246,0.166666667,0.087912088,0.0351675,0.703703704
622594,1,16.02,5,20,8,4,10.87806606,2,0,2,13.72,0,9.489864257,72.7,11.49273296,10.76,2,1,6,0,0,89,9.646851848,90,1,1,8.097121931,81,0,0,4,1,0,9.720345659,1,0,3,81.6,0,4,672,572,5782,181,0.339622642,0.183673469,0.035167222,0.517241379
622639,1,7.97,7,30,0.5,3,12.20607765,2,1,2,3.24,0,9.651880224,62.2,12.34583894,7.03,2,0,2,0,0,60,9.488047863,87,0,0,9.648401736,72,0,3,0,7,0,9.710145492,5,0,5,92.7,4,2,797,557,12419,3409,0.036,0.031304348,0.031323611,0.4
622641,1,9.44,6,29,0.5,3,10.77897712,0,0,3,2.03,0,8.555451904,25.1,11.40757606,2.13,0,1,0,0,0,127,0,71.16996114,2,3,8.247743887,25,0,0,0,0,0,8.799661697,0,0,8,15.9,0,21,752,732,4260,5905,0.416666667,0.222222222,0.032005,0.307692308
622671,2,15.05,5,21,0.5,4,10.1266711,2,0,2,29.09,0,9.126958763,29.8,11.11246282,11.63,2,0,1,0,1,18,9.554426407,71,0,2,8.287528423,46,0,1,0,3,0,9.252345666,1,3,9,24.6,1,13,702,717,7305,5417,0.6,0.223880597,0.023816667,0.409090909
622694,1,7.21,7,32,0.5,4,10.55843949,1,0,2,17.49,0,7.743703258,8.9,11.27086664,17.38,1,1,1,1,2,2,10.00220103,96,0,2,5.549076085,50,2,1,2,1,0,8.994668836,0,0,4,60,1,4,797,667,3591,4260,0.311688312,0.152866242,0.030973333,0.523809524
622896,2,14.08,5,22,0.5,4,10.26262945,1,0,2,43.38,0,8.486527777,27.9,11.20697079,22,1,0,4,3,4,8,11.02843338,88,0,1,8.064950892,76,1,4,4,1,0,9.844639477,0,3,8,37.4,2,15,707,642,4595,6878,0.384064802,0.149373311,0.02331,0.48
622916,2,16.02,5,20,0.5,3,10.46313191,2,1,1,15.33,1,7.888709524,36,11.69525536,14.91,2,0,1,0,0,36,9.383705271,58,0,1,7.617267814,52,1,0,3,0,1,9.621588725,0,0,8,77.1,3,5,692,657,3164,3622,0.914285714,0.266666667,0.02432875,0.666666667
622941,2,14.08,5,22,10,4,11.50288523,0,0,1,18.28,0,9.763938088,27.6,11.81232611,18.73,0,2,3,1,5,10,10.92005791,85,1,3,8.815221556,57,1,10,3,4,0,9.798737961,0,4,7,33.6,1,32,687,667,5479,5448,0.258585859,0.189764573,0.023309766,0.270833333
622948,1,5.32,7,34,6,4,10.81979828,0,0,2,20.69,0,4.060443011,0.7,11.06665399,16.16,0,1,4,1,4,1,10.38964131,72,0,0,3.912023005,61,0,0,0,5,0,10.18904236,0,5,6,0,3,8,832,792,9069,7427,0.09,0.0703125,0.030115556,0.225
622979,1,17.09,4,19,0.5,3,10.46313191,0,0,2,41.32,0,7.768533301,12.5,11.51293546,22.32,0,2,3,1,2,5,11.07845885,91,1,3,7.359467638,75,0,2,1,0,0,9.961614941,0,0,14,18.7,3,16,727,717,1430,2526,0.571428571,0.2,0.035698,0.833333333
622993,2,12.62,5,24,5,4,10.81979828,0,0,5,0,0,0,0,11.4616427,0,0,0,1,1,1,8,9.803832949,102,0,0,0,48,0,1,3,1,0,0,0,1,5,0,0,5,772,772,2192,3287,0.32,0.168421053,0.022559375,0.5
623026,1,21.45,4,15,10,3,11.58989577,1,1,2,25.26,0,10.8193582,55.7,12.42118806,17.27,2,2,7,2,4,3,11.66849228,87,2,4,9.750569446,70,1,5,2,3,0,11.13056635,1,3,9,80.2,2,14,692,632,9588,6209,0.37037037,0.161290323,0.03790675,0.529411765
623038,1,18.06,4,18,0.5,3,9.210440367,2,0,2,70.81,0,9.335297611,59.3,10.30898599,26.7,2,1,1,0,1,14,9.917538376,86,2,3,8.340217321,74,5,2,3,0,0,9.533075832,1,0,12,61,1,18,672,672,4352,4048,0.84,0.28,0.036183333,0.52
623063,1,10.91,6,26,3,3,10.04329297,1,0,2,40.4,0,9.228867677,65.3,10.77897712,19.98,1,0,1,0,0,31,9.76198159,66,0,1,8.452761331,66,0,0,1,0,0,9.297801648,1,0,3,95.2,1,2,692,632,7792,8097,0.52173913,0.25,0.032696667,0.318181818
623085,1,9.44,6,29,0.5,5,11.15626481,0,0,1,33.52,0,10.34048363,47.9,11.76369197,29.05,0,2,4,0,1,17,10.91255799,46,3,5,8.477620416,47,0,5,1,4,0,10.89163372,0,0,6,80.3,2,6,707,637,6391,4140,0.114285714,0.062256809,0.032005,0.327272727
623132,2,14.08,5,22,4,4,10.83960052,0,0,2,32.42,1,10.70124247,87.9,11.66135409,23.82,0,1,15,1,2,11,11.60319569,86,3,3,8.788440957,87,2,4,2,1,1,10.45299528,1,2,13,81.4,2,17,682,682,5479,3683,0.196078431,0.086206897,0.02331,0.555555556
623144,2,19.03,4,17,0.5,4,10.71443999,1,1,2,54.77,0,9.503905108,45.3,12.14950759,14.32,2,1,4,2,3,6,11.2267223,85,2,4,9.254261559,75,2,0,10,2,0,10.62997279,4,2,14,2.6,6,10,717,712,3956,3378,0.777777778,0.185185185,0.026379429,0.391304348
623183,1,12.62,5,24,0.5,4,10.77897712,1,0,1,29.85,1,9.68979916,59.7,11.08203485,22.34,1,2,2,1,2,1,10.11484188,84,1,1,8.604837701,72,1,4,2,0,1,9.721005983,1,0,10,78.3,2,12,687,657,3803,2526,0.416666667,0.307730182,0.0335115,0.538461538
623242,1,10.42,6,27,10,3,10.26119696,0,0,1,20.02,0,8.471777328,41.9,10.94201362,12.98,0,1,1,0,0,50,8.999495876,36,1,3,7.760893196,38,0,0,2,0,0,8.865735152,0,0,6,91.3,2,5,667,677,3683,4870,0.244755245,0.123893805,0.032465714,0.727272727
623254,2,19.03,4,17,0.5,3,10.30898599,0,0,3,2,0,6.879355804,6.3,11.69525536,17.24,0,0,0,0,0,57,0,71.16996114,0,0,6.366470448,6,0,2,0,0,0,10.28462581,1,5,13,85.2,2,17,712,542,4444,3744,0.373333333,0.093333333,0.025957143,0.222222222
623277,1,21.45,4,15,3,3,10.46313191,2,1,2,20.2,0,7.823645931,36.2,10.79959599,15.04,2,3,1,0,1,14,10.02654554,88,3,4,7.577633833,77,4,2,1,0,0,7.937374696,1,0,1,60.2,0,1,677,677,4079,1826,0.23,0.164285714,0.037906832,0.384615385
623287,1,7.07,7,33,10,4,10.76850604,0,0,2,33.78,0,8.889721799,24.3,11.4616427,17.2,0,1,3,0,1,20,10.02628024,45,2,3,8.38526052,38,1,0,1,1,0,9.664151101,0,1,5,39.2,1,3,727,682,4809,4809,0.421052632,0.210526316,0.0309095,0.6875
623289,1,18.06,4,18,0.5,4,11.00211651,2,0,2,44.94,0,10.11662117,45.7,11.91839724,17.98,2,4,4,1,2,8,10.59898198,57,5,7,9.647627092,52,1,0,4,0,0,10.61071021,1,2,10,47.6,3,8,707,687,5356,3987,0.402916667,0.161166667,0.036182834,0.625
623300,1,16.02,5,20,2,4,10.92235292,0,0,2,22.1,0,9.17232693,44,11.41862577,15.55,0,0,2,1,3,12,10.43895701,86,3,5,8.618485443,71,2,10,5,3,0,9.825147561,2,1,5,88.5,2,3,697,592,3775,5752,0.180505415,0.10989011,0.035167,0.387096774
623334,2,14.08,5,22,1,4,10.89675784,2,1,1,36.09,0,10.37608157,66.1,11.48247657,21.91,2,0,4,0,1,15,10.36923212,58,0,0,9.417110609,62,4,5,3,1,0,10.62018035,0,1,8,94.3,2,5,687,637,6360,4079,0.444444444,0.24742268,0.02331,0.590909091
623352,1,14.08,5,22,0.5,4,10.71443999,0,1,2,34.45,0,9.069467813,68.4,11.66993776,22.15,0,2,2,1,1,3,10.50714757,69,1,3,8.203304027,68,2,2,3,5,0,10.08772394,1,3,25,75.4,4,22,677,627,4686,4717,0.186666667,0.071794872,0.034216667,0.333333333
623380,1,9.93,6,28,5,4,10.37352243,2,0,2,25.51,0,9.005159521,29.6,11.33858398,14.16,0,0,1,0,1,17,10.10997313,81,1,2,8.750524669,57,0,2,0,2,0,9.611797459,0,2,7,41.2,1,6,762,692,4168,3834,0.475,0.180952381,0.032234868,0.5
623397,1,23.88,3,13,2,3,10.76850604,0,0,7,16.25,0,9.904387148,91.8,11.49782198,12.72,0,3,5,0,0,38,8.868835493,56,5,5,9.1461218,79,0,0,0,0,0,10.04693833,0,0,5,95.7,1,4,677,622,2891,2465,0.202105263,0.097461929,0.039170833,0.541666667
623404,1,11.99,6,25,2,4,10.70445722,2,1,2,11.61,0,9.532568788,69,11.50845549,18.78,2,0,3,0,1,19,11.55165567,69,0,1,9.532568788,69,1,1,1,1,0,10.15479087,1,1,10,34.1,4,8,677,672,4321,4168,0.67335533,0.301347021,0.033209667,0.291666667
623435,2,30.89,1,2,2,4,10.79959599,2,0,3,12.74,0,8.863332833,27.3,11.61006125,11.95,2,1,4,3,4,2,9.600421078,87,0,1,8.725182495,51,1,0,2,5,0,9.720465751,0,0,12,56,10,6,662,542,4352,3865,0.408163265,0.181488203,0.0329025,0.533333333
623439,1,7.07,7,33,1,4,10.68010234,0,0,2,22.69,0,9.55314963,50.5,11.32033537,15.71,0,0,6,0,0,34,11.49971864,53,0,2,8.877381955,52,0,0,0,1,0,9.966274541,0,0,12,49.2,6,10,732,662,3622,2891,0.459971022,0.242480086,0.0309095,0.407407407
623450,1,15.05,5,21,0.5,5,9.903537551,1,0,2,65.61,0,9.822602824,58.2,12.42118806,9.28,1,0,2,0,1,14,11.42935906,71.16996114,0,2,9.261698664,58,0,0,1,0,0,11.18587867,1,1,13,57.3,2,13,697,667,3622,5721,2,0.161290323,0.03469,0.333333333
623467,2,25.82,3,11,4,4,11.00211651,1,0,5,53.82,0,9.266153437,20.1,11.51293546,32.48,1,3,6,1,5,3,11.60855378,84,1,3,8.969923492,62,2,11,4,10,0,9.268514936,0,7,21,13.5,5,24,752,742,5844,5905,0.416666667,0.25,0.029834,0.407407407
623480,2,14.08,5,22,0.5,4,11.002683,1,1,2,61.12,1,10.15300036,59.6,12.06272754,30.12,1,0,8,1,3,8,12.52588545,64,1,3,9.331141072,62,2,5,6,1,1,11.05650911,1,1,20,76.4,9,14,702,682,4444,4444,0.652963321,0.226210399,0.023309949,0.363636364
623485,2,15.05,5,21,0.5,4,10.46313191,0,0,2,15.98,1,5.730099783,4.3,11.28979441,11.47,0,1,2,1,1,6,9.751442987,64,0,0,5.590986981,51,1,0,3,5,1,9.971379819,0,5,6,24,3,3,717,717,2008,4748,0.571428571,0.25,0.0238165,0.583333333
623499,2,9.44,6,29,0.5,4,0,0,0,3,32.26145366,0,10.07331471,28.9,12.20607765,16.99,0,0,5,0,0,25,10.56792657,48,1,2,9.027618735,32,0,4,0,3,0,10.77912294,0,3,13,43.1,2,10,757,672,4564,2830,0,0.175,0.020972571,0.6
623535,2,19.03,4,17,10,4,11.70355409,0,1,3,16.01,1,8.546363569,11.4,11.9576177,13.02,0,1,4,2,3,6,10.41679011,64,2,5,6.965080346,40,5,1,9,3,1,9.908176542,2,2,8,2.7,0,23,687,652,6117,6331,0.168595041,0.130769231,0.025957353,0.511627907
623536,1,7.07,7,33,2,4,10.2399955,0,0,5,15.43,1,6.12249281,1.6,10.91510665,9.34,0,0,1,0,2,23,9.415808632,63,0,3,6.118097198,27,2,0,1,1,1,7.836764783,0,0,10,7.3,0,11,747,692,5083,2008,0.196428571,0.1,0.030910909,0.47826087
623547,2,9.44,6,29,0.5,4,10.87806606,0,0,2,25.61,0,9.17222305,30.3,11.3621142,15.78,0,0,2,0,1,16,10.36369334,58,0,4,9.149846992,48,1,0,4,2,0,9.17222305,0,0,7,0.9,1,8,752,672,3438,2587,0.377358491,0.23255814,0.020973,0.6
623587,1,10.42,6,27,0.5,4,11.51293546,0,0,5,8.58,0,8.660947155,13.1,11.80021496,6.44,0,0,1,1,2,12,10.54602542,71.16996114,0,2,7.590346946,13,1,1,0,3,0,8.660947155,0,0,1,0,0,2,692,612,5782,5052,0.03,0.022509004,0.032466667,0.52173913
623617,2,12.62,5,24,10,4,11.75195024,0,0,1,7.78,0,10.12787034,56.6,12.06968575,8.32,0,2,1,1,3,2,8.864464055,99,2,5,9.173572648,63,0,1,0,4,0,10.61420448,0,4,7,72.8,0,15,712,647,9131,13453,0.292125984,0.21260745,0.02255903,0.303030303
623623,1,7.07,7,33,0.5,5,11.23850178,2,0,0,4.05,0,8.649448771,7.3,11.47211389,3.98,2,0,0,1,1,10,0,71.16996114,0,2,7.950854858,7,0,0,0,2,0,8.923324744,1,0,6,32.1,0,6,777,687,12419,639,0.065789474,0.052083333,0.03091,0.458333333
623661,1,7.21,7,32,0.5,4,9.798182591,0,0,3,51.13,1,9.836653064,38.7,11.77529742,13.91,0,2,7,0,0,52,10.22560728,69,3,6,8.576781983,52,0,0,1,2,1,10.4601848,0,2,17,39.7,3,24,732,727,6605,5356,1.111111111,0.153846154,0.0309735,0.5
623687,1,16.02,5,20,10,4,11.60824474,1,0,3,6.7,0,7.18690102,101.6,11.67844838,13.96,0,1,1,1,1,5,10.44941001,71.16996114,0,0,0,102,1,1,2,2,0,9.525370066,3,0,17,98.3,0,19,707,637,4413,4321,0.081818182,0.076271186,0.035167778,0.375
623692,2,24.85,3,12,7,4,11.33858398,1,1,3,9.66,0,8.568836425,11.8,11.55215579,7.83,0,1,2,0,5,19,9.927985024,51,3,5,6.249975242,31,9,12,9,5,0,8.466110401,1,5,14,13.6,1,14,737,737,2069,2069,0.25,0.201923077,0.02926381,0.419354839
623707,1,13.59,5,23,5,5,10.16589028,1,1,2,79.59,0,9.972780379,87.5,11.4080204,28.7,1,1,3,2,2,1,10.67264625,82,0,0,9.207937487,82,6,2,9,3,0,11.08161934,4,3,14,87.6,2,29,667,622,8947,8947,0.323076923,0.09329187,0.033979762,0.407407407
623724,1,14.08,5,22,5,4,11.40757606,0,0,1,15.09,1,9.339261152,35.7,11.96400745,10.22,0,2,2,1,3,3,9.772866207,40,0,1,8.225770799,36,3,5,7,3,1,10.04546443,1,1,8,72.7,2,14,672,652,8278,6544,0.277777778,0.159235669,0.0342168,0.413793103
623738,2,12.62,5,24,0.5,4,10.91510665,0,0,2,32.38,0,9.82908723,49.6,11.73607702,22.36,0,0,2,0,1,20,10.3395142,61,1,1,9.186764635,56,2,0,2,1,0,11.23229845,0,1,15,68.9,2,19,727,707,4536,6909,0.727272727,0.32,0.02255925,0.769230769
623755,2,12.62,5,24,8,3,10.28826582,0,1,0,32.64,0,9.631153757,61.4,11.17430835,20.98,0,1,6,0,0,25,8.954415331,46,1,2,9.068200605,55,0,0,0,0,0,10.408798,0,0,9,58.1,0,16,707,707,4261,7244,0.449212296,0.185199397,0.022559091,0.428571429
623784,2,14.08,5,22,9,4,10.78919536,2,0,2,29.94,0,9.707107638,82.6,11.36783033,19.85,2,0,11,0,1,17,10.8355532,84,1,2,8.759511722,84,0,1,0,3,0,10.05616572,0,3,6,66.2,1,12,702,692,5083,4778,0.61864599,0.346848878,0.02331,0.586206897
623821,2,16.02,5,20,0.5,3,6.908754779,0,0,2,999,1,10.3436761,59.4,11.98916586,10.03,0,1,1,1,1,2,10.60534667,71.16996114,2,6,9.121727714,59,2,3,5,1,1,10.3436761,1,1,6,65.1,1,10,682,677,7335,7335,29.6,0.183850932,0.024328716,0.681818182
623824,1,13.59,5,23,0.5,4,9.952325335,0,0,1,32.11,0,7.295056416,73.6,11.01864554,28.07,0,2,3,1,1,3,10.71734681,107,1,2,6.452048954,106,3,1,7,0,0,9.630431332,1,1,10,63.4,2,10,692,672,3409,1856,0.666666667,0.229508197,0.033979286,0.714285714
623831,1,11.99,6,25,10,5,10.81979828,1,0,2,15.43,0,8.611411867,54.4,11.40757606,12.15,2,2,2,1,1,8,8.824530822,41,3,3,7.555381944,46,3,7,2,0,0,9.751908563,3,0,8,76.4,2,10,672,652,4109,4260,0.32,0.177777778,0.03321,0.352941176
623838,1,14.08,5,22,0.5,3,10.98530967,1,0,1,40.38,0,9.268420583,39.4,11.59911234,33.94,1,2,5,4,5,1,10.78176484,100,0,3,9.081938657,65,0,2,3,0,0,10.50717491,0,0,27,55.2,19,12,747,677,5175,4079,0.271186441,0.146788991,0.034216875,0.733333333
623844,1,7.35,7,31,0.5,4,11.3504183,0,0,3,22.46,0,9.491903763,59.2,11.81303746,15.13,0,0,7,2,3,8,11.14826155,43,0,1,8.971194463,47,1,1,4,3,0,9.972920327,0,3,6,69.7,1,5,717,687,6544,4474,0.117647059,0.074074074,0.031038,0.684210526
623886,2,15.05,5,21,9,5,10.30898599,2,0,2,4.96,0,8.164794804,13.1,11.75979336,7.6,2,0,0,0,0,76,0,71.16996114,1,3,6.974478911,13,0,2,0,0,0,10.03530498,3,0,13,19.9,1,15,762,697,3714,2039,1.166666667,0.2734375,0.023816286,0.7
623926,2,12.62,5,24,0.5,4,8.006700845,0,0,2,220.4,0,9.966603187,53,12.26905214,14.92,0,0,0,0,0,64,0,71.16996114,1,1,9.125980023,53,1,2,2,1,0,10.58063238,0,3,10,58.4,3,15,722,687,6301,5357,5.333333333,0.075117371,0.022559375,0.269230769
623952,1,13.59,5,23,0.5,4,10.85901823,2,0,2,15.26,1,8.887238354,55.3,11.04197739,13.59,2,1,1,0,1,15,9.997569706,71,0,0,0,66,5,5,10,4,1,9.078407701,0,5,4,98,1,6,662,632,4899,4899,0.160096154,0.133327995,0.03397958,0.3125
623956,2,16.02,5,20,10,4,11.08215793,2,0,2,47.49,0,9.079776002,27.9,11.89819467,27.68,2,4,6,2,2,2,11.76312372,70,3,3,8.641002477,59,1,7,3,2,0,10.51707732,0,2,11,71.6,5,16,702,652,6787,6787,0.553846154,0.244897959,0.024328889,0.421052632
623959,1,21.45,4,15,0.5,3,9.392745259,2,1,1,34.8,0,8.441822884,81.3,11.31448672,16.84,2,1,11,0,4,13,10.40544396,96,2,3,8.048149102,94,0,0,0,0,0,9.564582359,1,0,9,90.4,2,15,662,647,1430,5264,1.2,0.175609756,0.037906944,1
623966,2,19.03,4,17,10,4,11.80560254,2,0,2,19.16,0,10.36454503,56.6,12.24235154,17.49,2,1,3,2,3,10,10.10708124,72,4,7,8.853522561,63,1,3,4,0,0,10.58676115,5,1,24,42.4,5,21,677,687,4625,5874,0.26119403,0.168765792,0.025957143,0.837837838
623973,2,19.03,4,17,8,4,10.81979828,0,0,2,13.23,0,8.982937764,29,11.3504183,12.03,0,0,1,1,1,9,9.322954516,93,1,4,8.309676896,49,0,0,0,1,0,10.05912284,0,0,9,66.8,0,11,677,592,4048,3683,0.3,0.176470588,0.025957333,0.466666667
623977,1,19.03,4,17,0.5,4,10.51870022,1,0,2,30.91,0,7.138073034,8.2,11.11246282,33.8,1,0,14,1,2,9,11.17799803,81,0,1,0,71,2,0,4,3,0,10.68253716,0,1,34,64.7,25,16,682,712,3714,4291,0.094594595,0.052238806,0.036671429,0.5
624006,2,15.05,5,21,10,3,11.69525536,2,1,2,24.05,0,10.21207459,46.8,12.05989592,23.81,2,1,4,0,3,14,11.03516382,38,3,5,8.498418036,43,0,16,0,0,0,11.12815964,0,0,17,74.4,3,19,707,662,12053,5417,0.2,0.138888889,0.02381625,0.388888889
624019,2,21.45,4,15,6,4,10.44351269,2,0,3,31.15,0,9.808187373,45.1,11.2374486,21.89,2,0,1,0,1,23,10.05967901,78,0,1,8.543445563,59,0,0,1,1,0,9.808187373,0,0,14,62.2,12,2,722,672,2192,2192,0.874125874,0.395152792,0.027307333,0.888888889
624139,2,26.3,3,10,0.5,5,10.43414521,0,1,1,20.19,0,8.459564079,40,11.09742517,32.35,0,2,8,1,2,4,10.77645316,109,4,5,0,94,1,2,2,2,0,10.02543966,1,0,12,78.3,5,15,702,672,2495,2465,0.441176471,0.227272727,0.030118667,0.882352941
624165,1,16.02,5,20,4,3,10.1266711,2,1,2,32.21,1,9.081028635,34.1,11.00211651,14.38,2,1,1,0,1,14,9.828817884,83,1,5,7.163172391,57,0,4,5,1,1,9.233177606,1,1,5,77.7,1,5,667,657,7517,4260,0.448,0.186666667,0.035166964,0.666666667
624227,1,12.62,5,24,2,3,10.17751431,1,0,2,57.94,0,9.125000325,60,11.05017546,25.71,1,0,4,1,1,12,10.73334856,72,1,1,8.029107055,70,0,1,3,0,0,9.215327913,0,0,21,93.2,18,3,672,602,3956,4505,0.45620438,0.19061537,0.033511667,0.529411765
624270,1,7.97,7,30,2,4,10.22886273,1,0,2,39.42,0,8.451480648,20.1,11.67687936,22.24,1,0,2,0,2,21,9.327323087,40,1,3,8.451480648,31,3,5,1,2,0,10.46233161,0,2,10,20.4,4,13,777,732,2952,5874,0.541711809,0.127318253,0.031322667,0.3
624271,2,14.08,5,22,0.5,3,10.30898599,2,1,2,45.18,0,9.925004396,70.2,11.42410518,26.27,2,0,2,0,0,52,8.596928159,19,1,2,9.205629292,45,0,1,0,0,0,10.71406215,0,0,10,75.9,3,15,742,712,5660,5660,0.833333333,0.273224044,0.02331,0.6
624282,1,7.35,7,31,10,4,10.98530967,2,0,3,25.47,0,10.23681198,41.2,11.84223641,12.45,2,2,2,0,1,17,11.08148079,58,5,5,9.354440716,45,1,0,3,1,0,10.62931971,0,3,9,48.7,0,14,727,702,5114,7274,0.669067797,0.283992806,0.031037619,0.666666667
624296,1,20,4,16,0.5,4,9.575052928,2,1,2,65.83,1,8.644882553,68.4,11.24897294,15.85,2,1,2,1,1,11,10.51956469,88,2,6,7.310550159,85,0,0,2,1,1,9.240190394,2,1,9,84.2,2,11,662,632,7213,7213,0.694444444,0.130208333,0.037164,0.5625
